houshold,brand_car,age_car_yr,Sum_Totprem_Auto,Cars,salard_Age_cus_HH,cus_tenure_mth,HH_tenure_mth,FA_DCT,Fc,FD,cs_flag_auto,zone,salary,rural_urban,fraud_Ind
7475,2,24,0,2,29,213,246,0,4,1,0,4,4588266,0,0
7476,7,15,0,1,41,98,157,1,1,1,0,3,1693460,0,0
7477,7,8,0,1,28,144,237,1,1,2,0,5,3332651,1,0
7478,7,9,0,1,49,282,295,1,3,3,0,4,2564920,0,0
7479,1,5,0,1,31,297,331,0,4,2,0,4,2207301,0,0
7480,2,13,0,5,40,202,273,1,3,2,0,5,2175914,1,0
7481,2,17,0,2,35,179,201,0,2,2,0,4,2924869,0,0
7482,7,11,0,3,44,249,171,0,2,3,0,3,1775752,0,0
7483,7,11,0,1,41,21,63,0,3,3,0,4,2588576,1,0
7484,7,27,0,1,25,13,18,0,3,1,0,4,4214577,0,0
7485,2,6,0,1,40,225,245,1,4,1,0,7,4299014,0,0
7486,2,6,21927.36,1,41,243,145,1,3,4,1,4,2230515,0,0
7487,2,9,13540.8,4,43,130,155,0,1,1,1,5,3808499,0,0
7488,2,4,28479.36,3,38,307,326,1,2,2,1,4,3751061,0,0
7489,3,19,25683.84,3,43,201,282,0,1,2,1,4,2928478,0,0
7490,1,8,10657.92,1,25,73,122,0,4,2,1,4,4395762,0,0
7491,1,23,1921.92,1,26,17,22,0,2,2,1,4,4605749,0,0
7492,1,12,0,2,49,139,277,0,5,2,0,3,1498452,0,0
7493,2,12,0,1,51,240,291,0,2,3,0,3,4265232,0,0
7494,4,11,0,4,50,236,257,0,1,1,0,3,3267639,0,0
7495,1,12,0,1,46,90,112,0,3,3,0,4,3376303,0,0
7496,4,5,0,1,39,74,107,0,2,4,0,4,3659791,0,0
7497,3,6,0,1,40,234,173,0,3,1,0,3,1478816,0,0
7498,3,6,0,1,46,32,55,0,2,2,0,3,1680642,0,0
7499,3,9,0,4,47,7,12,0,3,2,0,3,1478353,0,0
7500,7,10,0,1,31,125,166,0,4,1,0,3,3650575,0,0
7501,1,5,0,2,25,177,140,0,3,2,0,4,2623676,0,0
7502,1,8,0,2,40,276,290,1,2,2,0,5,4548355,0,0
7503,4,8,0,3,29,28,45,0,1,3,0,3,3887761,0,0
7504,2,3,0,3,25,234,157,0,5,2,0,4,2162636,0,0
7505,2,4,0,1,28,173,196,0,4,3,0,4,2548904,0,0
7506,3,9,0,2,25,101,184,1,1,1,0,3,3675449,0,0
7507,3,3,0,1,28,265,283,0,2,2,0,4,3668213,0,0
7508,1,3,0,2,35,126,140,0,3,2,0,4,4614628,0,0
7509,2,15,0,2,31,84,292,0,4,2,0,3,2380851,0,0
7510,7,20,0,2,26,6,28,0,2,2,0,5,4151163,1,0
7511,2,12,0,2,45,49,64,0,3,1,0,7,3493651,1,0
7512,1,11,0,1,45,232,136,0,2,3,0,3,3950117,1,0
7513,2,5,0,2,33,311,325,0,1,2,0,4,1673835,0,0
7514,1,8,0,1,25,49,99,1,4,1,0,4,3064795,0,0
7515,1,4,0,3,31,201,222,0,1,2,0,5,4230911,0,0
7516,7,9,0,1,45,217,254,0,3,1,0,4,3029800,1,0
7517,7,21,0,1,42,187,201,0,3,2,0,3,2091604,0,0
7518,2,12,0,1,25,280,251,0,1,1,0,4,4511422,0,0
7519,4,11,0,5,51,193,253,0,3,2,0,4,3215516,0,0
7520,2,7,0,3,25,62,101,0,4,2,0,4,3984258,0,0
7521,2,12,0,1,47,91,113,0,1,6,0,3,4569622,1,0
7522,2,5,0,3,41,157,206,0,2,6,0,4,4559339,1,0
7523,3,13,0,3,26,241,264,1,2,6,0,7,1821420,0,0
7524,7,5,0,2,43,138,168,0,2,3,0,2,3763551,0,0
7525,1,22,0,3,39,20,25,0,2,2,0,6,3637034,0,0
7526,3,1,0,1,40,277,322,0,2,1,0,4,1715740,0,0
7527,1,17,0,3,28,20,50,0,2,3,0,1,1822339,0,0
7528,2,6,0,3,47,91,137,0,1,1,0,5,4366525,0,0
7529,2,6,0,4,46,185,211,0,1,2,0,5,1962745,0,0
7530,1,13,0,1,44,67,206,0,4,1,0,3,4002153,0,0
7531,2,12,0,1,35,145,194,0,2,3,0,3,3458768,1,0
7532,2,4,0,1,51,255,289,0,2,2,0,3,1818454,1,0
7533,7,4,0,2,36,200,275,0,2,2,0,5,1432605,1,0
7534,1,5,0,2,50,65,113,0,1,1,0,4,1779298,1,0
7535,7,12,0,3,46,25,30,1,1,2,0,2,2320086,0,0
7536,7,5,0,2,46,248,292,0,4,1,0,2,1968288,0,0
7537,2,9,0,2,41,122,102,0,1,2,0,2,3953872,0,0
7538,2,3,0,1,49,189,203,0,3,3,0,2,3526413,0,0
7539,2,7,0,1,40,110,133,1,2,2,0,2,3123716,0,0
7540,7,3,0,3,37,295,311,0,3,1,0,4,4679696,0,0
7541,1,10,0,3,33,88,113,0,3,2,0,3,2735786,1,0
7542,2,18,0,3,47,221,270,0,1,2,0,4,3476342,0,0
7543,1,18,0,1,37,126,257,0,3,1,0,3,2029276,1,0
7544,2,9,0,1,28,126,145,0,1,1,0,3,2852502,0,0
7545,1,34,0,2,46,183,232,0,1,1,0,4,1474501,0,0
7546,2,2,0,3,39,239,257,0,1,4,0,2,4064622,0,0
7547,1,2,0,2,44,294,344,0,2,2,0,3,3732093,0,0
7548,1,6,0,3,45,199,248,0,1,4,0,4,2606813,0,0
7549,1,12,0,2,51,117,129,0,1,3,0,4,3340744,0,0
7550,2,15,0,2,38,96,117,1,2,1,0,4,4404709,0,0
7551,2,8,0,2,50,25,48,0,1,2,0,3,4637057,0,0
7552,2,8,0,3,41,92,129,0,5,3,0,1,4680767,0,0
7553,7,22,0,1,37,199,246,0,2,1,0,5,2673664,0,0
7554,7,22,0,1,38,109,156,0,2,1,0,4,3931134,0,0
7555,4,2,0,1,36,22,27,0,2,4,0,3,3236785,0,0
7556,2,2,0,1,28,9,57,0,4,4,0,3,3879580,0,0
7557,1,17,0,2,25,270,310,1,3,1,0,2,3558013,0,0
7558,7,15,0,2,43,20,64,0,2,3,0,3,1678179,0,0
7559,7,11,0,1,48,117,142,0,3,1,0,1,4052334,0,0
7560,4,15,0,2,41,199,221,0,2,5,0,1,4618859,1,0
7561,2,3,0,2,29,122,100,0,1,1,0,1,2396665,0,0
7562,3,20,0,2,40,6,23,0,1,1,0,1,3915371,0,0
7563,3,18,0,2,40,265,308,1,3,3,0,1,1426397,0,0
7564,7,7,0,2,38,70,83,1,4,1,0,1,4002568,0,0
7565,3,2,0,1,30,94,140,0,3,2,0,1,4359664,1,0
7566,1,5,0,2,28,319,338,0,2,2,0,1,2029015,0,0
7567,2,9,0,2,29,285,299,0,3,1,0,1,4161298,0,0
7568,1,9,0,1,33,193,236,0,1,1,0,1,1949949,0,0
7569,2,3,0,4,32,20,58,0,2,4,0,1,4456615,1,0
7570,4,9,0,1,35,90,254,0,3,1,0,1,4481197,0,0
7571,2,11,0,4,51,84,178,0,1,2,0,3,3214518,1,0
7572,2,8,0,2,33,93,115,0,1,2,0,1,3155058,0,0
7573,3,7,0,2,33,205,220,1,1,1,0,1,2798952,0,0
7574,2,20,0,2,36,227,121,0,2,4,0,1,1773356,0,0
7575,1,22,0,2,38,253,296,0,3,2,0,3,3851581,0,0
7576,1,6,0,2,42,227,256,1,4,1,0,2,2444974,0,0
7577,1,11,0,2,41,18,23,0,3,1,0,1,2188460,0,0
7578,1,9,0,5,38,320,333,0,2,5,0,1,1579489,0,0
7579,4,42,0,1,27,224,262,0,1,2,0,1,3364723,0,0
7580,2,18,0,1,32,21,38,0,2,2,0,1,2996543,0,0
7581,2,5,0,2,39,32,59,1,1,1,0,1,3167940,0,0
7582,2,6,0,1,28,33,75,0,2,1,0,1,1527130,0,0
7583,2,6,0,2,50,186,220,1,1,2,0,1,2329885,1,0
7584,2,10,0,1,25,37,70,1,2,3,0,1,2161833,0,0
7585,2,14,0,1,29,107,140,0,2,2,0,1,2192197,0,0
7586,4,14,0,4,49,59,80,0,2,2,0,1,2005827,0,0
7587,1,8,0,3,37,204,130,0,1,3,0,1,2499313,0,0
7588,2,8,0,3,44,285,327,1,2,5,0,1,2795923,1,0
7589,1,12,0,2,37,292,316,0,2,5,0,1,3019527,0,0
7590,1,3,0,2,44,110,155,0,2,1,0,4,4613179,1,0
7591,3,16,0,2,43,289,337,1,2,2,0,4,2246853,0,0
7592,3,3,0,1,29,269,175,0,3,1,0,1,2153719,0,0
7593,2,9,0,4,51,145,183,0,2,4,0,1,3816666,0,0
7594,3,20,0,1,41,91,112,0,2,3,0,2,2078455,0,0
7595,3,12,0,1,43,245,163,0,2,1,0,1,4297024,0,0
7596,1,25,0,1,51,250,244,1,2,2,0,1,2282724,0,0
7597,3,8,0,1,47,159,203,0,2,2,0,1,3839927,0,0
7598,1,17,0,1,27,258,302,0,1,1,0,2,3048269,0,0
7599,1,13,0,1,32,112,146,0,2,1,0,1,3705416,1,0
7600,4,12,0,1,34,201,198,0,2,1,0,1,4105710,0,0
7601,3,6,0,5,31,4,20,0,2,1,0,2,3351318,0,0
7602,3,5,0,4,42,249,299,0,1,3,0,1,1688994,0,0
7603,1,6,0,2,34,242,292,0,3,2,0,1,3455354,0,0
7604,2,22,0,3,46,259,122,0,3,2,0,3,3787473,0,0
7605,2,9,0,1,31,14,19,0,1,4,0,1,3461037,0,0
7606,7,23,0,3,50,243,101,0,2,1,0,1,3196241,0,0
7607,3,17,0,1,26,201,234,0,3,3,0,1,2331087,0,0
7608,4,7,0,3,43,96,131,0,3,4,0,1,3182103,1,0
7609,2,9,0,3,31,62,108,0,1,5,0,1,4029900,1,0
7610,2,9,0,1,30,148,215,1,4,4,0,1,2131384,1,0
7611,1,5,0,2,34,36,48,0,1,2,0,1,4559110,0,0
7612,1,26,0,2,30,262,292,0,2,4,0,1,4259478,0,0
7613,2,26,0,1,46,140,287,0,2,4,0,1,4001660,0,0
7614,1,13,0,2,45,209,265,0,2,2,0,1,1574182,0,0
7615,2,7,0,2,38,7,12,0,1,1,0,1,2576396,0,0
7616,2,14,0,1,28,23,35,1,1,6,0,1,1362397,0,0
7617,2,25,0,1,30,260,276,0,2,2,0,1,3205725,1,0
7618,7,12,0,2,30,213,278,0,1,6,0,1,3927859,0,0
7619,2,6,0,2,46,112,148,0,5,1,0,1,1712935,0,0
7620,2,1,0,2,32,166,187,0,1,4,0,3,1934283,1,0
7621,1,4,0,3,27,166,159,0,2,1,0,1,3396429,0,0
7622,7,6,0,1,32,37,72,1,2,2,0,1,4039377,1,0
7623,3,13,0,4,42,125,180,0,1,4,0,1,3168266,0,0
7624,2,13,0,1,41,26,40,1,4,2,0,1,2937792,0,0
7625,4,10,0,1,25,34,39,0,1,2,0,3,4617645,0,0
7626,3,9,0,2,29,182,194,0,1,1,0,3,4546973,0,0
7627,7,43,0,1,39,121,124,0,1,3,0,2,3117567,0,0
7628,4,43,0,2,39,214,259,1,3,1,0,4,1462128,1,0
7629,2,43,0,2,27,144,190,0,4,2,0,3,1545773,1,0
7630,2,10,0,2,26,310,339,1,2,1,0,3,4700326,0,0
7631,2,6,0,1,46,190,233,0,1,3,0,2,2983775,0,0
7632,2,6,0,3,47,156,207,1,2,1,0,3,2766923,1,0
7633,2,4,0,3,42,266,248,0,1,1,0,3,3586359,1,0
7634,1,5,0,2,46,23,37,0,2,4,0,3,3227203,0,0
7635,1,22,0,1,36,162,217,1,2,2,0,2,3335183,0,0
7636,1,5,0,1,29,221,197,1,3,3,0,2,3714593,0,0
7637,1,9,0,1,49,173,207,1,1,3,0,2,4513430,1,0
7638,5,10,0,4,40,20,65,1,4,1,0,4,1657988,0,0
7639,3,3,0,1,42,7,28,0,2,1,0,5,3745192,1,0
7640,2,27,0,1,32,240,275,0,1,2,0,3,4604043,0,0
7641,7,20,0,1,46,143,293,0,3,3,0,5,3076245,0,0
7642,7,10,0,1,30,249,270,0,2,3,0,3,2464317,1,0
7643,3,10,0,3,50,143,173,0,2,2,0,2,3207240,0,0
7644,3,7,0,3,43,259,279,1,1,3,0,3,1974117,1,0
7645,2,22,0,2,35,64,220,0,1,1,0,5,3785464,1,0
7646,3,19,0,5,27,288,328,0,3,3,0,3,3854122,0,0
7647,7,36,0,2,25,165,177,1,2,2,0,4,1845652,1,0
7648,3,18,0,4,38,7,12,0,4,2,0,4,3250515,0,0
7649,1,18,0,3,27,275,287,0,2,3,0,4,1612002,0,0
7650,3,10,0,1,38,145,192,0,1,2,0,4,2210506,0,0
7651,2,6,0,1,40,314,358,1,1,2,0,2,2055249,0,0
7652,7,9,0,1,32,133,183,0,1,2,0,2,1679825,0,0
7653,2,6,0,1,25,7,12,0,3,2,0,4,2181880,0,0
7654,7,18,0,3,45,184,136,0,3,2,0,3,3295580,0,0
7655,2,15,0,1,42,118,158,0,3,1,0,2,4568849,0,0
7656,3,21,0,2,40,177,205,0,5,2,0,4,4405733,0,0
7657,3,11,0,2,46,134,266,0,2,1,0,2,2205263,0,0
7658,2,1,0,2,38,7,12,0,3,3,0,4,1671813,0,0
7659,7,18,0,2,45,224,241,0,3,2,0,3,4344376,1,0
7660,3,2,0,1,29,152,293,0,4,2,0,4,4098639,0,0
7661,3,3,0,2,35,169,123,1,1,1,0,4,4695239,0,0
7662,2,28,0,2,33,90,183,0,3,1,0,4,3658646,0,0
7663,1,8,0,1,25,7,12,1,3,2,0,3,1689470,0,0
7664,1,7,0,3,39,20,70,1,1,2,0,4,3437869,0,0
7665,1,5,0,2,39,48,95,0,1,5,0,3,4358363,0,0
7666,2,9,0,1,28,89,106,0,1,3,0,3,2997656,0,0
7667,2,17,0,1,37,252,289,0,3,2,0,3,1489890,0,0
7668,3,6,0,1,42,186,232,0,3,3,0,3,2104060,1,0
7669,2,6,0,4,25,168,185,0,3,1,0,5,3959289,1,0
7670,2,9,0,1,42,174,204,0,2,3,0,4,2865184,0,0
7671,3,5,0,1,35,158,198,0,2,1,0,4,3110986,0,0
7672,2,22,0,2,42,109,100,1,5,2,0,6,2417815,1,0
7673,1,22,0,2,32,336,352,0,2,3,0,4,3013990,1,0
7674,3,10,0,1,49,63,88,0,2,2,0,3,2999972,0,0
7675,2,10,0,1,47,245,168,1,3,2,0,3,2950392,0,0
7676,1,8,0,2,49,199,245,0,2,3,0,3,3348934,0,0
7677,3,9,0,1,40,274,290,0,2,5,0,3,1500575,1,0
7678,4,42,0,1,47,175,220,1,3,3,0,3,4021361,0,0
7679,5,11,0,2,45,251,150,0,1,2,0,3,2298044,1,0
7680,2,21,0,1,44,162,182,0,1,2,0,3,2191811,0,0
7681,7,18,0,1,50,303,333,0,1,2,0,5,2723933,1,0
7682,7,18,0,2,45,8,35,0,2,3,0,5,1647372,0,0
7683,3,19,0,2,35,117,167,0,4,1,0,4,3200618,0,0
7684,1,19,0,1,28,259,271,0,3,2,0,3,3245462,0,0
7685,2,11,0,1,33,229,263,0,1,4,0,4,3902991,0,0
7686,2,6,0,3,50,9,57,0,4,2,0,4,2672006,1,0
7687,2,9,0,5,42,186,200,0,2,1,0,5,3976440,0,0
7688,7,11,0,1,33,82,114,0,4,1,0,5,3465532,0,0
7689,4,14,0,1,47,213,274,0,4,1,0,3,4375007,1,0
7690,1,12,0,1,35,207,219,1,3,2,0,4,3574282,0,0
7691,1,16,0,2,25,229,256,0,5,4,0,1,3538234,0,0
7692,3,16,0,3,35,233,250,0,1,4,0,1,1473539,1,0
7693,2,3,0,4,27,129,172,1,2,2,0,1,2130625,0,0
7694,1,4,0,2,25,239,207,1,1,4,0,1,3803592,0,0
7695,2,24,0,1,26,226,246,0,1,1,0,1,3944066,0,0
7696,7,11,0,4,36,287,336,0,1,2,0,1,2659399,0,0
7697,7,16,0,2,25,32,37,0,1,2,0,1,4043596,0,0
7698,2,5,0,3,28,75,106,0,2,3,0,1,4292089,0,0
7699,2,1,0,1,28,155,191,0,3,6,0,1,4565851,0,0
7700,7,3,61457.94,3,34,242,199,0,2,1,1,1,2461051,0,0
7701,7,19,0,1,43,89,106,1,2,1,0,1,4201219,0,0
7702,2,15,0,3,25,32,37,1,2,2,0,1,3880907,1,0
7703,1,5,0,1,47,213,286,0,2,3,0,1,4185063,0,0
7704,7,22,0,1,37,94,134,0,1,1,0,1,1696021,0,0
7705,2,37,0,1,50,160,186,0,2,3,0,1,1630695,0,0
7706,7,14,0,3,50,257,303,0,3,1,0,1,4246159,0,0
7707,3,14,0,3,25,160,119,0,2,2,0,2,4368726,0,0
7708,3,15,0,1,47,12,17,0,2,2,0,1,2028617,0,0
7709,3,10,0,1,29,163,158,1,3,2,0,1,1667191,0,0
7710,3,9,0,1,40,35,62,0,2,2,0,1,4682070,1,0
7711,1,5,0,2,36,85,106,0,3,1,0,3,3589774,0,0
7712,7,5,0,2,49,256,284,0,1,3,0,1,2147500,0,0
7713,2,5,0,2,31,114,226,0,4,3,0,1,3114147,0,0
7714,1,13,0,1,45,187,156,0,2,4,0,3,3755226,0,0
7715,1,17,0,2,29,148,277,0,1,1,0,3,1717090,1,0
7716,2,3,0,1,28,270,306,0,3,4,0,1,3956852,0,0
7717,2,20,0,2,25,84,122,0,4,1,0,3,3596592,0,0
7718,1,26,0,2,42,150,182,1,2,3,0,1,3072820,1,0
7719,1,11,0,2,40,274,305,0,2,2,0,1,2995256,0,0
7720,1,5,0,2,33,220,257,0,3,2,0,1,4540624,0,0
7721,2,2,0,2,43,293,312,0,1,1,0,1,3412798,0,0
7722,7,11,0,2,40,100,112,0,2,3,0,1,3852084,0,0
7723,3,13,0,3,35,87,217,0,1,3,0,1,4360672,0,0
7724,4,13,0,2,31,260,288,1,3,5,0,3,3163534,0,0
7725,7,10,0,1,37,220,253,0,4,3,0,4,1407629,1,0
7726,2,7,0,1,37,135,162,0,4,1,0,6,4269120,1,0
7727,2,43,0,3,38,290,303,0,2,1,0,3,2003189,1,0
7728,2,7,0,2,31,162,204,1,1,2,0,2,2423404,0,0
7729,2,10,0,1,48,142,166,0,1,2,0,2,3389671,0,0
7730,7,2,0,4,47,76,95,0,5,1,0,6,4575560,0,0
7731,1,2,0,4,33,308,347,0,1,2,0,3,2273764,0,0
7732,4,4,0,1,35,117,152,0,4,3,0,5,4136178,1,0
7733,7,5,0,2,27,269,118,1,2,4,0,2,3818242,0,0
7734,7,3,0,2,46,187,219,0,1,1,0,4,2313182,0,0
7735,1,7,0,1,44,89,135,0,4,1,0,3,4280628,0,0
7736,4,1,0,1,36,213,245,0,2,2,0,4,3679244,0,0
7737,2,3,0,3,30,46,59,0,2,1,0,5,1778135,1,0
7738,2,11,0,2,33,21,26,1,2,2,0,5,3755013,0,0
7739,1,10,0,3,42,116,158,0,1,3,0,6,2284511,0,0
7740,3,27,0,3,25,331,350,0,2,2,0,3,2755957,0,0
7741,3,10,0,3,31,277,317,1,1,1,0,3,4526366,1,0
7742,7,20,0,1,35,265,279,1,3,2,0,4,1741162,0,0
7743,2,12,0,1,28,250,151,0,2,2,0,4,3662415,0,0
7744,2,2,0,1,25,332,349,0,1,3,0,2,4147666,1,0
7745,2,18,0,1,31,83,112,0,2,3,0,5,4572311,0,0
7746,7,6,0,3,42,61,88,0,2,2,0,4,3435766,0,0
7747,2,8,0,1,50,305,347,0,3,2,0,4,4083575,0,0
7748,2,6,0,1,37,117,111,0,1,4,0,3,1919623,0,0
7749,2,18,0,1,40,267,311,0,4,3,0,3,3336210,1,0
7750,3,36,0,1,44,63,76,1,2,3,0,3,1479497,0,0
7751,1,36,0,2,50,173,191,0,3,2,0,3,4279751,1,0
7752,2,9,0,1,32,251,271,1,2,2,0,3,4400675,0,0
7753,2,11,0,1,25,59,87,0,2,1,0,3,2447097,1,0
7754,1,15,0,3,49,198,247,1,3,2,0,6,3910011,0,0
7755,1,26,0,2,37,115,143,0,2,4,0,3,3616132,1,0
7756,7,8,0,1,47,77,254,0,3,1,0,4,3262877,0,0
7757,2,1,0,5,29,230,110,0,1,2,0,3,1511061,0,0
7758,2,1,0,1,34,209,248,0,3,2,0,3,3311848,0,0
7759,3,1,0,2,27,205,244,0,2,1,0,4,3171358,0,0
7760,3,7,0,1,34,262,216,0,1,2,0,6,1350774,0,0
7761,2,2,0,1,43,228,273,0,2,1,0,3,3901699,1,0
7762,1,2,0,2,39,229,263,0,2,3,0,4,2425294,0,0
7763,7,12,0,2,42,233,175,0,1,1,0,4,4467354,0,0
7764,7,15,0,3,45,174,188,0,1,3,0,5,3726703,0,0
7765,1,3,0,2,34,157,188,0,1,3,0,7,3541465,0,0
7766,2,3,0,1,40,8,58,0,2,2,0,4,4682734,0,0
7767,1,20,0,2,40,168,218,1,4,2,0,7,3263418,0,0
7768,3,8,0,3,49,121,110,0,1,1,0,5,4332592,0,0
7769,4,5,0,3,33,276,320,0,3,2,0,3,3779785,1,0
7770,1,42,0,3,49,88,129,0,2,2,0,4,3646656,0,0
7771,1,5,0,1,51,110,123,0,1,2,0,7,2547622,1,0
7772,4,5,0,2,44,85,127,0,1,3,0,3,1461769,0,0
7773,2,4,0,1,28,211,257,0,2,3,0,3,4326984,0,0
7774,2,7,0,1,36,150,209,1,1,2,0,3,4446198,0,0
7775,2,22,0,1,25,198,222,1,2,2,0,2,3364884,0,0
7776,7,8,0,1,25,265,295,1,3,3,0,3,2753344,0,0
7777,1,8,0,2,38,261,273,0,2,2,0,5,3157582,0,0
7778,1,17,0,2,50,248,260,0,2,4,0,3,2768999,0,0
7779,1,2,0,1,49,29,34,0,3,3,0,4,2536668,1,0
7780,4,16,0,1,26,269,282,0,2,3,0,4,3236035,1,0
7781,1,7,0,1,48,94,119,0,2,4,0,4,2617047,0,0
7782,2,18,0,1,49,310,334,0,2,2,0,6,3813873,0,0
7783,2,5,0,2,49,292,336,0,2,1,0,5,3158248,1,0
7784,1,11,0,1,45,199,223,0,4,3,0,4,4407336,0,0
7785,1,2,0,1,46,10,30,0,1,1,0,3,2933304,0,0
7786,3,15,0,1,32,63,113,0,2,3,0,3,2608972,1,0
7787,1,6,0,3,25,7,12,0,4,1,0,3,2107071,0,0
7788,1,9,0,1,45,317,359,0,1,1,0,4,2528956,0,0
7789,2,14,0,1,27,233,267,0,2,1,0,4,3088944,0,0
7790,2,5,0,4,31,261,311,0,2,1,0,3,1501625,0,0
7791,2,8,0,1,25,130,179,0,2,5,0,4,4442903,0,0
7792,7,4,0,1,40,52,77,1,2,1,0,3,2303365,0,0
7793,7,3,0,3,46,86,196,1,3,5,0,6,4511159,1,0
7794,2,5,0,2,25,172,194,0,2,2,0,6,3931309,0,0
7795,2,19,0,1,51,223,265,0,2,1,0,3,3350051,0,0
7796,2,20,0,2,47,315,335,0,3,1,0,4,2824795,0,0
7797,1,25,0,3,37,91,111,0,1,1,0,3,3774034,0,0
7798,2,10,0,1,46,141,179,0,1,4,0,3,2692157,1,0
7799,3,15,0,1,38,226,239,1,2,1,0,4,3927632,1,0
7800,7,9,0,1,50,137,173,1,1,3,0,6,1691720,0,0
7801,2,5,0,2,26,115,143,1,2,6,0,6,2800716,0,0
7802,2,11,0,2,25,216,185,0,1,6,0,6,2051559,0,0
7803,2,25,0,2,50,91,129,0,2,2,0,3,2448355,1,0
7804,2,25,0,1,35,35,56,1,1,2,0,4,2615337,0,0
7805,3,17,0,2,48,202,249,0,1,2,0,4,2441615,0,0
7806,7,7,0,2,42,99,124,0,2,3,0,3,2515227,0,0
7807,4,7,0,1,27,268,318,1,3,1,0,3,3869427,0,0
7808,2,9,0,1,45,140,293,1,2,2,0,3,4071296,0,0
7809,2,12,0,2,25,230,243,0,2,1,0,3,4642411,0,0
7810,3,27,0,2,48,299,345,0,3,2,0,1,4644343,0,0
7811,1,37,0,3,44,98,126,1,2,1,0,1,1336127,0,0
7812,7,14,0,2,26,279,329,0,2,3,0,1,3070795,0,0
7813,7,7,71579.64,2,45,216,257,0,2,1,1,4,3451014,0,0
7814,4,11,55146.96,1,51,250,249,1,1,2,1,1,2268422,1,0
7815,1,5,17546.76,1,46,46,63,1,4,1,1,2,1994893,0,0
7816,4,19,10862.28,4,26,1,39,0,3,2,1,1,4330516,0,0
7817,1,24,14204.52,3,25,3,51,0,1,2,1,1,3938152,0,0
7818,7,27,72415.2,1,44,215,260,0,3,3,1,2,1695592,0,0
7819,3,11,29244.6,1,27,247,277,0,1,2,1,1,1436974,0,0
7820,1,1,16711.2,1,38,24,60,0,3,2,1,1,2089066,0,0
7821,3,6,30358.68,4,29,91,109,1,2,1,1,3,4318246,0,0
7822,7,13,19217.88,2,51,35,69,1,4,3,1,3,2093912,0,0
7823,2,9,45677.28,1,38,50,209,0,2,4,1,1,3037404,0,0
7824,2,7,0,3,27,89,110,0,3,2,0,4,1636292,0,0
7825,7,6,0,1,39,80,116,0,2,1,0,2,3024270,0,0
7826,2,5,0,2,25,61,240,0,3,3,0,1,2991077,1,0
7827,7,1,0,2,25,84,129,0,3,1,0,1,2318893,0,0
7828,2,22,0,2,45,140,169,1,1,3,0,1,4187977,0,0
7829,2,9,0,2,51,44,49,1,2,3,0,1,1482238,0,0
7830,2,15,0,4,45,248,110,0,2,5,0,1,3637584,0,0
7831,2,16,0,1,42,184,215,1,1,3,0,1,2798207,0,0
7832,2,25,0,1,32,185,204,0,5,3,0,1,3806463,1,0
7833,1,10,0,3,47,80,116,0,1,1,0,2,1798952,1,0
7834,3,17,0,2,47,252,287,1,2,3,0,1,1856591,0,0
7835,2,11,0,3,27,244,286,0,4,1,0,2,2828100,0,0
7836,2,39,0,1,47,263,286,0,2,3,0,1,2131003,0,0
7837,2,10,0,1,50,264,295,0,1,3,0,1,2118968,0,0
7838,3,8,0,2,34,9,23,0,1,2,0,1,2104075,0,0
7839,2,2,0,1,39,338,359,0,1,2,0,2,2793680,0,0
7840,3,6,0,1,34,243,250,0,1,1,0,5,3493761,0,0
7841,2,9,0,1,36,25,30,1,1,4,0,2,4010383,0,0
7842,1,2,0,2,41,25,63,0,2,1,0,1,3994801,0,0
7843,4,11,0,3,28,124,144,0,2,1,0,2,4321536,1,0
7844,3,15,0,1,37,134,163,0,2,3,0,1,4490628,1,0
7845,1,18,0,4,51,124,165,1,2,1,0,1,1540347,0,0
7846,1,8,0,3,39,222,156,0,3,2,0,2,3551319,0,0
7847,3,22,0,1,34,17,42,0,2,1,0,1,4605688,0,0
7848,2,12,0,2,41,252,290,0,4,3,0,1,2170176,0,0
7849,1,7,0,3,32,26,56,0,1,2,0,1,4181519,0,0
7850,7,28,0,3,27,88,108,0,2,4,0,3,2201082,0,0
7851,2,20,0,1,25,188,219,0,2,3,0,1,4169954,1,0
7852,2,6,0,1,45,176,188,0,1,2,0,1,2292218,0,0
7853,2,1,0,1,47,78,257,0,3,3,0,1,2968719,0,0
7854,2,13,0,1,47,242,286,0,4,4,0,3,1968253,0,0
7855,1,35,0,2,44,325,358,0,2,1,0,1,2529270,0,0
7856,1,5,0,2,36,143,189,0,1,3,0,1,2467278,0,0
7857,3,9,0,2,48,7,12,1,2,2,0,1,4260144,0,0
7858,1,3,0,2,37,238,251,0,1,3,0,3,2727175,0,0
7859,2,3,0,1,25,158,172,1,2,2,0,1,3431630,0,0
7860,2,9,0,2,48,91,112,0,3,2,0,3,2402062,1,0
7861,5,8,0,1,30,9,14,0,1,5,0,2,3430992,0,0
7862,2,27,0,2,33,320,352,0,1,4,0,1,2617637,0,0
7863,1,9,0,1,50,203,234,0,1,2,0,1,2975565,1,0
7864,1,19,0,2,47,97,137,0,1,2,0,1,1721504,0,0
7865,1,10,0,2,27,192,210,0,2,2,0,1,1793027,0,0
7866,2,6,0,2,50,316,355,0,1,4,0,3,4281605,1,0
7867,1,16,0,1,44,266,278,0,3,2,0,1,3974269,0,0
7868,3,21,0,1,29,208,248,0,2,2,0,1,2519834,1,0
7869,3,18,0,1,43,311,335,0,1,2,0,1,4400598,0,0
